Fakultät	Veranstaltungstitel	Bisonlink	Veranstaltungsart	SWS	Sprache	Tag	Personen
missing	Vorreservierung Kinderuni	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=46639&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Tagung	missing	missing	missing	missing
Fakultät Medien	Aufnahmen Prof. Ziemann	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47860&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	missing	Fakultät Medien,Andreas Ziemann
missing	Stadttechnik Energie	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49544&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	missing	Fakultät Bauingenieurwesen,Lara Kolbe
Fakultät Architektur und Urbanistik	Design by Research – Evidence Based Design Strategies for User-Centred Buildings	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48059&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	8	englisch	Do.	Fakultät Architektur und Urbanistik,Sven Schneider :3 S: Fakultät Architektur und Urbanistik,Olaf Kammler :3 S: Fakultät Architektur und Urbanistik,Ekaterina Fuchkina
Fakultät Medien	Bachelor-Kolloquium Medienökonomik	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47101&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Kolloquium	1	deutsch	Do.	Fakultät Medien,Björn Kuchinke
Fakultät Bauingenieurwesen	Prüfung: Gebäudekonzeption und -betrieb	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49498&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	deutsch	Fr.	Fakultät Bauingenieurwesen,Hans-Joachim Bargstädt
Fakultät Medien	Wissenschaftstag	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48637&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Mi.	Universitätsleitung /  Universitätsverwaltung,Konstanze Bleul
Fakultät Kunst und Gestaltung	Filming resilience - animated film / documentary film / animadoc	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=46384&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	16	deutsch/englisch	Do.	Fakultät Kunst und Gestaltung,Wolfgang Kissel :3 S: Fakultät Kunst und Gestaltung,Franka Sachse :3 S: Fakultät Kunst und Gestaltung,Nicola Hens
Fakultät Kunst und Gestaltung	Interpretation akusmatischer Musik (Spezialkurs Computermusik)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48183&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Fachmodul	4	deutsch	missing	missing,Tim Helbig :3 S: Fakultät Kunst und Gestaltung,Robert Rehnig
Fakultät Kunst und Gestaltung	Light up your ideas - Licht sehen und verstehen	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47279&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Fachmodul	6	deutsch/englisch	Mo.	Fakultät Kunst und Gestaltung,Lucas Zimmermann :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person
missing	Bachelorverteidigung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48554&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Mo.	Fakultät Bauingenieurwesen,Christin Sirtl
missing	Welcom Week	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48393&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Di.	Fakultät Architektur und Urbanistik,Susan Schür
Fakultät Architektur und Urbanistik	Master-Thesis Präsentationen	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49645&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Präsentation	missing	missing	Mo.	missing
Fakultät Architektur und Urbanistik	(Cautionary) Tales of Disappearing Offices	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47852&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	8	deutsch/englisch	Do.	Fakultät Architektur und Urbanistik,Jasper Cepl :3 S: Fakultät Architektur und Urbanistik,Dulmini Perera
missing	BdK/DP	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48655&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sitzung	missing	missing	Di.	missing
missing	Disputation Herr Al Hanoun	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48333&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Fr.	missing
Fakultät Bauingenieurwesen	Materialien und Technologien für den Bautenschutz und die Instandsetzung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47322&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	deutsch	Mo.	Fakultät Bauingenieurwesen,Andrea Osburg :3 S: Fakultät Bauingenieurwesen,Alexander Flohr :3 S: Fakultät Bauingenieurwesen,Rolf Gieler
Fakultät Kunst und Gestaltung	Bachelor Kolloquium Multimediales Erzählen	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47254&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Kolloquium	2	deutsch	Do.	Fakultät Kunst und Gestaltung,Walter Bauer-Wabnegg
Fakultät Kunst und Gestaltung	Kunstwelt	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47604&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Fachmodul	6	deutsch	Mo.	Fakultät Kunst und Gestaltung,Florian Schmidt :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person
missing	DIB, Frau Wolf	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48461&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Di.	missing
Fakultät Medien	Elektrotechnik und Systemtheorie	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47028&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	3	deutsch	Do.	Fakultät Medien,Günther Schatter :3 S: Fakultät Medien,Anton Lammert :3 S: Fakultät Medien,Andreas Jakoby
missing	Deutsch als Fremdsprache: Konversation und Grammatik B2	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47140&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Kurs	3	deutsch	Fr.	Zentrale Einrichtungen,Pia Garbers
missing	Disoutation W. Höhne	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47920&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Do.	missing
Fakultät Kunst und Gestaltung	Vom Buch zum Film - Die Kunst des Regieführens (Ba)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48127&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Werk-/Fachmodul	4	deutsch	Sa.	Fakultät Kunst und Gestaltung,Lena Liberta :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person
Fakultät Bauingenieurwesen	Prüfung: Projekt - Ingenieurbauwerke (Tragwerke III)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49507&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	deutsch	Di.	Fakultät Bauingenieurwesen,Matthias Kraus
Fakultät Bauingenieurwesen	Grundbau - Teil: Ingenieurgeologie	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=46940&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Integrierte Vorlesung	1	deutsch	Mi.	Fakultät Bauingenieurwesen,Gunther Aselmeyer
Fakultät Architektur und Urbanistik	"        'Critical Ecology' Matters:  An Interactive Card-kit Introducing Tomás Maldonado's Work (Ba) - Einzelansicht        "	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47841&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	englisch	Fr.	Fakultät Architektur und Urbanistik,Dulmini Perera
Fakultät Bauingenieurwesen	Projektbesprechung Prof. Damm	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48503&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Do.	missing
missing	Dienstberatung Bauchemie	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48725&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Do.	missing
Fakultät Medien	Begleitkurs BWL: Einführung in das Medienmanagement	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47824&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	deutsch	Di.	Fakultät Medien,Marcel Drescher
Fakultät Bauingenieurwesen	Prüfung: Mechanik III - Bodenmechanik und Hydromechanik	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47965&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	deutsch	Mi.	Fakultät Bauingenieurwesen,keine öffentliche Person :3 S: Zentrale Einrichtungen,Detlef Rütz
Fakultät Bauingenieurwesen	Chemie - Chemie für Ingenieure	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47042&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Integrierte Vorlesung	2	deutsch	Mi.	Fakultät Bauingenieurwesen,Jens Schneider
Fakultät Architektur und Urbanistik	Material der Zukunft (Ma)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48401&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	missing	Mi.	Fakultät Architektur und Urbanistik,Johannes Kühn :3 S: Fakultät Bauingenieurwesen,Thomas Baron
Fakultät Kunst und Gestaltung	Visualisierte Musik und Performance im 360-Grad Fulldome Medium	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48091&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	16	deutsch/englisch	Do.	Fakultät Kunst und Gestaltung,Micky Remann :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person
Fakultät Kunst und Gestaltung	Towards the Image: Crossing Over Between Academic Theory and Artistic Practice	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48103&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Wissenschaftliches Modul	4	englisch	Fr.	Fakultät Kunst und Gestaltung,Wolfgang Kissel :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person
Fakultät Bauingenieurwesen	Introduction to Tax Issues in Built Environments	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=46981&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	englisch	Di.	Fakultät Bauingenieurwesen,Hans-Joachim Bargstädt :3 S: Fakultät Bauingenieurwesen,Thomas Vogl :3 S: Fakultät Bauingenieurwesen,Birgit Bode
Fakultät Architektur und Urbanistik	Thesis-Präsentationen	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48327&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Präsentation	missing	missing	missing	Fakultät Architektur und Urbanistik,Andreas Garkisch :3 S: Fakultät Architektur und Urbanistik,Johann Simons :3 S: Fakultät Architektur und Urbanistik,Verena von Beckerath :3 S: Fakultät Architektur und Urbanistik,Johannes Kühn
Fakultät Kunst und Gestaltung	Kunstpädagogik und Resonanz (FD1-Modul)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=45508&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Wissenschaftliches Modul	2	missing	missing	Fakultät Kunst und Gestaltung,Andrea Dreyer :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person
Fakultät Medien	Masterverteidigung A. Mari (Digital Engineering)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=50046&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	missing	Fr.	Fakultät Bauingenieurwesen,Christian Koch :3 S: missing,Florian Echtler
Fakultät Medien	Bachelorverteidigung Ch. Dunkel (Medieninformatik)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48543&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	missing	Mo.	Fakultät Medien,Benno Stein :3 S: Fakultät Medien,Jan Ehlers
Fakultät Architektur und Urbanistik	5. Kernmodul: Schellhof am Igelsbachsee	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47829&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Entwurf	8	deutsch/englisch	Mi.	Fakultät Bauingenieurwesen,Hans-Joachim Bargstädt :3 S: Fakultät Architektur und Urbanistik,Jörg Springer :3 S: Fakultät Architektur und Urbanistik,Martin Pasztori :3 S: Fakultät Bauingenieurwesen,Martina Mellenthin Filardo :3 S: Fakultät Architektur und Urbanistik,Sebastian Schröter :3 S: Fakultät Architektur und Urbanistik,Manuel Aust :3 S: Fakultät Bauingenieurwesen,Juliane Steffen
Fakultät Kunst und Gestaltung	Die meta-historische Wende in den zeitgenössischen Kunst- und Designwelten	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48117&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Wissenschaftliches Modul	missing	deutsch	Fr.	missing,Wolfram Bergande :3 S: Fakultät Kunst und Gestaltung,Alexandra Toland :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person
missing	Corona-Krisensitzung	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48593&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Ausstellung	missing	missing	Fr.	missing
Fakultät Architektur und Urbanistik	"        EU policies and integrated urban strategies in Europe's urban and regional development - Einzelansicht        "	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=46953&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	englisch	Do.	missing,Karl Eckert
missing	Verteidigung BBV	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48394&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Mi.	Fakultät Bauingenieurwesen,Hans-Joachim Bargstädt
missing	Go abroad and make the most of it: Intercultural Workshop (engl.)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47314&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Workshop	missing	englisch	Fr.	Universitätsleitung /  Universitätsverwaltung,Anke Schulze
Fakultät Architektur und Urbanistik	Campus Eroberung - Hochschulpolitische Interventionen (Ma)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48302&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	2	missing	Di.	Fakultät Architektur und Urbanistik,Anton Brokow-Loga :3 S: Fakultät Architektur und Urbanistik,Sönke von der Ahe :3 S: Fakultät Architektur und Urbanistik,Franka Fetzer
Fakultät Medien	Instagram-Workshop	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48218&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Workshop	missing	missing	Fr.	Fakultät Medien,Miriam Köble
Fakultät Bauingenieurwesen	Prüfung: Geotechnik	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49508&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	deutsch	Do.	Zentrale Einrichtungen,Detlef Rütz
Fakultät Kunst und Gestaltung	anfängerglück animation - creative writing workshop	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48097&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Werk-/Fachmodul	4	deutsch	Fr.	Fakultät Kunst und Gestaltung,Franka Sachse :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person
Fakultät Medien	Virtual Reality – Final Project	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=46915&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Independent Study	1	englisch	missing	Fakultät Medien,Bernd Fröhlich :3 S: Fakultät Medien,Ephraim Schott :3 S: Fakultät Medien,Tim Weißker :3 S: <img alt=BISON-Portal border=0 high=68 src=/QIS/images/bison.jpg width=150/>, N.N. :3 S: Fakultät Kunst und Gestaltung,Alexander Kulik :3 S: Fakultät Medien,Clara Bimberg :3 S: Fakultät Medien,André Kunert
Fakultät Medien	Masterverteidigung D. Thi Hoang Yen (Human-Computer Interaction)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48506&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	missing	Di.	Fakultät Medien,Jan Ehlers :3 S: Fakultät Medien,Eva Hornecker
Fakultät Kunst und Gestaltung	I and my Max	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47931&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Werk-/Fachmodul	2	englisch	Mi.	Fakultät Kunst und Gestaltung,Mindaugas Gapsevicius :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person
Fakultät Kunst und Gestaltung	Flagelates, Nematodes, and I	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47936&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Werk-/Fachmodul	4	englisch	Do.	Fakultät Kunst und Gestaltung,Mindaugas Gapsevicius :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person
Fakultät Kunst und Gestaltung	Live-Elektronik mit Max-MSP (Spezialkurs Computermusik)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48178&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Werk-/Fachmodul	4	deutsch	Mo.	missing,Tim Helbig :3 S: missing,keine öffentliche Person
missing	Vom Buch zum Film	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48501&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Sonstige Veranstaltung	missing	missing	Sa.	Fakultät Kunst und Gestaltung,Lena Liberta
Fakultät Bauingenieurwesen	Vertiefung der Bauweisen	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=46878&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Integrierte Vorlesung	6	deutsch	Fr.	Fakultät Bauingenieurwesen,Guido Morgenthal :3 S: Fakultät Bauingenieurwesen,Matthias Kraus :3 S: Fakultät Bauingenieurwesen,Hans-Georg Timmler :3 S: Fakultät Bauingenieurwesen,Martin Kästner :3 S: Fakultät Bauingenieurwesen,Christopher Taube :3 S: Fakultät Bauingenieurwesen,keine öffentliche Person :3 S: Fakultät Bauingenieurwesen,Sebastian Rau :3 S: Fakultät Bauingenieurwesen,Silvio Mämpel
Fakultät Bauingenieurwesen	Hausarbeit: Vergaberecht und neue Vertragsformen - Teil Vergaberecht	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=49689&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Prüfung	missing	missing	missing	missing,Heiko Höfler :3 S: Fakultät Bauingenieurwesen,Martina Mellenthin Filardo :3 S: Fakultät Bauingenieurwesen,Birgit Bode
Fakultät Kunst und Gestaltung	Karma & Kohle	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48197&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	18	deutsch	Di.	Fakultät Kunst und Gestaltung,Burkhart von Scheven :3 S: Fakultät Kunst und Gestaltung,Masihne Rasuli :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person
Fakultät Architektur und Urbanistik	Planungsgrundlagen-CAAD	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47818&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	deutsch	Do.	Fakultät Architektur und Urbanistik,Sven Schneider
Fakultät Bauingenieurwesen	Applied Finite element methods  (Lecture)	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=46945&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Vorlesung	2	englisch	Fr.	Fakultät Bauingenieurwesen,Carsten Könke
Fakultät Kunst und Gestaltung	Inszenierung in der Dokumentar-Fotografie	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48194&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Fachmodul	6	deutsch	Do.	Fakultät Kunst und Gestaltung,Yana Wernicke :3 S: Fakultät Kunst und Gestaltung,keine öffentliche Person
Fakultät Architektur und Urbanistik	Kulturpalast Unterwellenborn – Ein Kultur- Campus in der Provinz	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=48113&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Seminar	4	deutsch	Di.	Fakultät Architektur und Urbanistik,Alexandra Abel
Fakultät Kunst und Gestaltung	Mediale Strategien der Kunst	https://www.uni-weimar.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=47796&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung	Projektmodul	16	englisch	Di.	Fakultät Kunst und Gestaltung,Ursula Damm
